y,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33,x34,x35,x36
1.337,0.296,0.892,-0.209,0.296,1.15,0.895,1.561,1.11,0.297,1.741,0.792,1.678,1.554,1.095,-1.4,0.487,-2.729,2.128,0.025,0.571,0.411,-0.712,-0.822,0.09,-0.251,0.57,0.922,0.086,-0.537,-1.744,-0.234,-0.545,-0.202,-0.307,1.52,0.238
1.774,-0.045,1.562,0.112,-0.261,1.485,1.424,0.584,0.796,0.806,1.483,2.687,1.481,2.15,2.255,3.837,0.382,2.58,6.622,0.077,2.649,0.659,1.251,0.228,1.249,1.988,1.016,0.136,1.993,0.825,0.547,-0.643,0.583,0.442,-1.101,0.901,0.649
0.303,0.475,-0.201,-0.738,-0.457,0.164,1.433,1.138,2.007,2.363,-0.832,-0.467,-0.548,0.007,0.502,-0.202,-0.909,-4.544,-2.879,-0.135,-1.541,-0.131,-0.737,0.348,-1.546,-1.02,-4.332,-0.855,-0.115,0.125,-0.452,-1.121,-1.375,-1.231,-2.642,-1.86,0.032
-0.547,-0.533,-2.106,-0.356,-1.025,-0.356,-0.605,-2.003,-3.111,-1.154,0.463,0.16,0.522,0.052,-1.476,-1.436,0.403,4.342,1.83,-0.061,-0.422,-0.317,-0.707,0.071,0.715,-0.951,-0.935,1.534,1.443,0.051,1.451,0.572,0.781,-1.261,0.871,-0.28,1.118
0.406,-0.829,-0.107,0.31,0.298,-0.497,-1.114,-2.505,-2.03,-0.72,2.197,-0.693,0.658,2.075,1.193,2.348,0.484,1.092,-0.407,-0.244,-0.721,-0.67,0.474,-1.064,0.976,0.878,0.134,-0.28,0.263,0.543,0.872,-0.308,-0.03,0.481,1.539,-0.953,0.904
-0.279,-1.331,-2.043,-0.371,-1.706,0.59,-0.33,-0.949,-1.244,-1.529,-0.73,-1.429,-1.184,-1.866,-3.06,-0.096,-1.072,1.931,-6.148,0.002,-1.384,-1.426,-0.475,1.216,0.568,-1.233,-0.994,-1.497,-0.582,-1.91,-0.503,1.252,-1.464,-0.095,-0.446,-0.659,-0.426
-2.186,0.582,-1.692,-0.847,-0.589,-1.306,-0.236,-1.211,0.578,-0.545,-0.798,-0.298,0.184,2.439,1.386,-1.291,-0.03,1.345,6.099,-0.059,0.251,0.178,0.736,-0.974,-1.387,-0.654,-0.236,-0.531,1.766,0.307,0.544,-1.175,-0.12,0.524,0.044,0.41,-0.191
0.746,0.333,0.204,0.06,0.307,1.34,-1.429,0.577,0.853,-0.899,0.692,-0.126,0.97,0.917,4.367,2.034,0.28,6.796,2.331,0.038,-0.319,1.417,-0.687,-0.586,-1.725,0.112,-1.71,1.313,-0.674,0.911,-1.785,0.452,0.137,-0.374,-1.31,-0.059,1.016
1.283,0.8,1.882,0.037,0.012,1.952,0.201,-0.101,0.1,-0.961,1.55,0.385,0.719,-0.909,0.258,-0.264,1.035,3.151,-0.162,0.125,0.436,0.825,0.548,0.327,0.653,1.564,-0.577,0.782,2.511,0.163,1.763,3.18,-0.132,-0.702,0.064,-1.541,-0.862
-1.839,-0.997,0.549,-0.272,-0.324,-1.787,0.477,-0.598,0.05,-0.452,-1.318,0.744,-0.37,-0.515,-0.523,-1.494,-1.831,-6.31,-1.168,-0.379,-1.55,0.852,0.821,1.85,1.679,0.997,4.33,0.8,2.152,1.394,-0.188,-0.033,1.352,-0.034,-1.285,1.292,-0.718
1.051,1.649,1.03,-0.722,0.209,2.342,1.872,0.999,2.249,0.911,1.294,0.899,0.178,1.957,1.911,-0.287,-0.133,7.291,5.965,0.502,0.912,0.73,-0.821,-0.491,-0.56,-0.068,-0.34,-0.19,-2.411,1.533,0.345,-0.288,-1.053,1.147,0.247,-0.811,0.445
0.721,-0.384,-0.819,-0.45,-1.156,-0.026,1.096,3.115,0.289,0.452,0.92,0.058,0.281,0.213,0.476,3.534,-0.249,-3.454,-0.61,-0.275,-0.537,-1.076,-1.71,-1.391,1.104,0.866,-0.197,1.138,-1.486,0.386,0.578,1.13,0.51,1.073,-0.489,-1.39,-0.207
-1.207,-1.314,-2.369,-2.255,-1.042,-1.376,-0.328,-0.675,-3.536,-1.767,-0.015,1.117,-0.765,-0.274,0.161,1.996,-0.258,-1.154,-1.76,-0.015,-0.32,0.716,0.824,-1.55,1.731,-0.7,0.017,-2.401,-0.52,-2.162,0.217,-1.333,-0.261,0.346,-1.237,-0.756,-0.575
2.581,1.49,0.391,0.812,1.139,0.561,2.846,3.226,1.727,2.805,0.007,1.934,0.532,0.41,2.807,3.269,0.99,2.408,7.959,0.092,1.053,0.732,-0.011,0.358,0.08,-0.083,-0.117,0.881,1.192,1.911,1.448,-0.434,0.85,-1.244,1.361,0.615,2.005
-0.616,-0.154,-0.664,-1.241,-1.017,-0.063,0.034,0.053,-0.393,-0.361,1.068,0.658,-0.646,0.786,-1.584,0.607,0.116,4.286,0.637,0.169,-0.536,-0.569,-0.893,0.386,-0.901,-0.725,-0.898,-2.138,-0.613,-2.753,-0.04,-1.529,-0.687,0.438,-0.331,-1.056,-0.49
-0.071,-1.966,0.31,-0.073,-1.229,0.974,0.742,-2.065,-2.403,-1.043,-1.031,-0.564,-1.136,-0.489,-2.372,-3.367,-0.844,-7.873,-11.065,0.184,-0.196,-0.293,-0.102,-3.012,-2.011,-2.673,-0.803,-2.94,0.878,0.651,-1.25,-1.052,-2.159,-1.823,-1.123,0.197,-1.182
-1.28,-1.294,-1.337,-1.862,-0.837,-1.077,-0.597,-1.452,-0.063,0.202,-1.826,-1.043,-1.656,-3.174,-4.193,-2.363,-0.667,-2.918,-9.288,-0.2,-2.663,-0.915,-2.081,-1.615,-1.696,-1.338,-1.25,-2.17,-0.098,0.064,0.129,-0.377,-1.163,-0.48,-1.075,-1.901,-0.874
-0.185,0.839,0.665,0.924,0.767,1.658,0.651,2.25,-0.268,-0.397,0.427,1.431,0.555,0.615,0.548,1.332,-0.071,1.995,4.436,0.068,1.442,0.556,-0.385,1.217,-0.887,-1.536,0.891,1.205,1.339,-0.447,-1.264,-0.077,0.244,-1.118,-1.592,0.794,0.958
0.137,0.886,0.238,0.353,0.851,0.375,-0.768,2.601,-0.163,2.573,0.069,-0.855,-0.661,-0.897,-3.448,1.955,-0.194,1.609,2.631,-0.048,1.953,1.168,-0.315,0.4,1.103,-0.515,0.834,2.377,1.365,2.627,0.496,0.793,0.642,0.995,1.064,1.629,0.597
-0.516,1.581,1.049,-0.434,0.713,2.234,1.219,2.57,-0.031,1.047,-0.492,-1.072,-0.323,-0.205,-1.325,1.154,-0.054,7.817,-1.856,-0.026,2.27,-0.38,1.096,0.253,1.836,1.178,1.166,0.179,0.518,0.686,1.277,0.661,1.748,1.232,1.123,0.892,-0.07
-0.32,-0.634,0.009,-0.701,-0.464,-0.529,-0.745,-2.537,-2.525,-1.949,-2.352,-2.012,-3.233,-1.033,-2.672,-3.813,-0.747,0.222,-1.671,-0.583,-0.558,-0.124,-0.89,1.537,0.605,-1.495,1.583,-2.458,-1.104,-2.245,-0.954,-1.179,-1.71,-0.189,0.385,-0.619,0.174
-2.006,-1.266,0.223,-0.337,-1.377,-2.539,0.085,-0.507,-2.007,-2.052,-0.863,-1.525,-0.522,-0.713,-1.651,-4.276,-0.546,-4.832,-3.931,-0.406,0.338,-1.038,-0.339,-1.9,-1.269,-0.571,1.491,0.358,-0.568,-1.161,-0.939,-0.652,-2.376,-2.693,-0.57,-1.999,-3.622
0.857,0.71,1.179,-0.488,0.48,0.018,-0.032,-0.738,2.099,1.062,0.59,0.809,-1.13,-0.67,2.255,2.699,1.225,1.32,0.682,0.206,1.281,2.249,1.213,2.379,2.409,1.665,1.025,-0.319,1.933,0.322,-0.228,0.57,0.087,0.51,0.391,0.815,0.382
-1.389,1.11,-0.609,0.443,0.459,-1.404,0.53,0.31,-0.097,-1.461,1.361,1.915,1.799,1.902,4.102,0.773,-0.161,-0.865,3.196,0.022,1.251,1.877,0.192,-0.166,0.685,1.098,0.606,1.117,2.036,-0.625,1.101,-0.411,1.319,0.522,1.073,1.688,0.661
2.692,1.822,1.938,1.495,1.59,1.366,0.422,2.356,2.858,0.827,1.179,0.379,1.831,2.435,2.636,0.932,1.147,3.837,6.061,0.29,1.516,3.074,0.355,-1.313,1.046,1.617,-0.198,0.683,-0.085,1.054,0.639,-1.616,1.706,1.508,1.326,2.126,1.744
0.867,-0.417,-0.717,-0.471,0.711,1.668,0.52,-0.468,1.77,1.154,-0.498,0.035,1.405,0.649,1.085,-3.418,-0.582,3.001,3.049,0.012,-0.263,-0.052,-1.055,0.719,0.545,-2.239,-0.581,-0.192,0.567,1.464,-0.415,1.478,-1.953,-0.671,0.559,0.007,0.281
2.69,1.937,1.798,0.757,1.709,-0.019,0.376,1.317,1.328,2.429,2.287,-0.255,0.5,1.786,4.659,7.01,1.425,5.922,8.789,0.2,1.134,3.207,2.905,1.929,2.983,3.222,0.622,1.426,0.466,2.318,2.9,-0.661,3.048,2.459,2.301,1.349,2.26
-0.745,0.446,-0.555,0.135,-0.206,-0.736,-0.903,-1.022,0.889,0.831,-0.303,0.303,-0.354,0.792,-0.201,-2.677,0.39,-5.24,1.487,-0.052,0.259,0.418,0.845,-0.001,1.26,-0.178,0.443,-0.649,-0.574,-0.95,0.721,-0.466,0.052,-0.018,-0.653,-0.039,0.448
0.951,-1.313,-0.502,1.22,1.11,-0.255,0.769,0.739,-1.784,-0.067,-0.458,-0.41,-0.107,-1.492,2.496,-0.497,-0.262,1.501,2.097,0.079,-0.144,-0.538,1.211,0.211,-0.508,0.905,0.53,1.617,0.623,0.827,1.289,-0.177,0.63,1.481,0.172,0.405,1.474
0.15,-0.056,0.999,-1.675,0.7,0.501,0.328,0.444,1.449,1.037,-1.685,-0.944,-1.279,-1.354,-1.304,-1.652,-0.843,-2.053,-1.512,-0.079,-1.347,-1.758,-1.115,-0.633,-1.044,0.49,-0.281,-0.86,0.228,-0.954,-0.448,-0.441,-0.613,-0.432,-0.348,-0.737,-0.674
-0.055,-0.421,1.209,0.825,-0.095,-1.86,-0.268,-0.484,-1.923,-0.08,0.185,-0.736,0.785,0.073,1.899,-3.058,-1.144,3.7,1.947,-0.288,0.12,-1.537,-0.665,0.51,0.917,0.349,-0.067,-0.035,2.656,-0.788,-1.136,-1.212,-2.978,-0.685,0.488,0.556,-0.426
0.805,-0.033,-0.052,-1.015,-0.443,-1.371,-0.116,1.762,-1.957,-1.384,0.645,-0.057,-0.767,0.041,0.515,-3.587,-0.599,-4.237,-2.008,-0.128,1.317,0.512,2.511,1.155,1.603,-0.222,2.698,2.528,0.879,2.539,2.255,0.186,1.147,1.851,0.023,1.212,1.691
1.307,-0.041,0.047,2.416,0.039,1.858,0.161,2.731,2.584,2.589,0.53,-0.763,-0.298,-0.038,1.495,4.848,0.662,-0.104,-1.024,0.115,-0.81,-0.674,0.062,-0.339,-0.828,-0.588,-0.769,1.09,2.068,-0.069,1.788,1.314,-1.315,0.425,-1.775,-0.588,-0.432
1.078,0.538,-1.051,0.17,1.14,-0.094,3.266,0.441,0.309,0.216,-0.418,-0.141,0.05,0.191,0.423,2.618,0.084,-1.013,-0.914,0.039,0.022,1.385,0.714,1.648,-0.221,0.6,0.005,0.776,1.496,1.444,1.087,1.813,1.889,0.845,0.39,1.611,0.506
1.138,1.094,2.526,0.532,0.327,0.16,0.58,-0.849,-0.821,-0.331,0.092,-0.281,0.556,0.357,0.563,3.842,0.356,2.302,0.74,0.033,1.597,2.208,1.485,1.316,1.619,0.753,0.683,0.831,1.753,1.732,2.039,-0.464,0.688,1.9,2.775,0.595,1.035
-1.131,-1.319,-0.599,-0.533,-0.383,-0.355,-0.153,-1.533,-1.034,-0.707,-0.03,-0.782,-1.61,0.656,-2.565,-2.344,0.67,3.03,-3.348,-0.371,-1.355,0.159,-0.153,-1.216,0.288,1.316,0.193,-0.191,-1.012,-0.112,0.245,0.027,1.244,-0.189,1.512,2.091,1.611
-2.726,-2.016,-1.353,-0.77,-1.517,0.065,-2.625,-2.097,-3.961,-1.783,-0.224,-1.355,-1.737,-2.137,-2.338,-3.23,0.328,-0.556,-1.428,-0.148,-1.757,0.153,-0.4,-0.481,-1.368,-1.136,1.117,-0.224,-1.307,1.261,-0.787,-1.988,-0.887,0.38,0.524,0.306,-1.518
1.222,0.988,-0.45,1.254,0.557,1.641,1.195,0.638,1.506,1.073,1.857,0.709,-0.021,0.765,0.514,3.346,0.467,-0.477,3.466,-0.249,0.459,1.022,3.441,-0.309,0.341,0.555,-1.631,0.738,1.219,1.812,1.019,1.25,1.168,1.064,0.129,-0.578,0.921
0.499,-0.292,1.413,0.612,0.595,2.87,0.635,2.048,-0.567,1.759,2.057,1.207,1.466,1.176,3.813,4.319,0.702,-0.635,2.738,0.353,2.254,0.889,0.564,0.408,1.324,-0.264,0.113,-0.011,-0.098,-0.783,0.322,0.135,0.604,1.596,0.806,0.981,2.707
-1.492,-0.952,-2.473,-1.18,-1.434,-1.359,-1.319,-1.438,-1.948,-0.6,0.318,-0.901,0.271,-0.328,-1.059,-4.652,-0.921,-3.87,-6.21,-0.374,-1.175,-1.451,-3.444,-1.433,-2.239,-3.831,-1.503,0.197,-3.605,0.608,-1.729,-1.635,-0.871,-2.3,-1.787,-1.15,-2.769
-2.738,-1.623,-3.354,-0.17,-2.571,-1.274,-1.011,-2.554,-4.369,-1.947,0.057,0.673,0.481,0.973,-3.403,-0.374,0.142,-3.197,-3.103,-0.258,1.256,-1.102,1.383,2.296,-0.168,0.559,0.783,-0.155,-1.246,0.583,0.198,-2.239,0.698,-0.966,-0.226,-0.001,-2.17
-0.592,0.483,0.265,0.049,-0.464,0.355,-0.574,-0.62,-1.265,1.206,0.188,0.823,-0.91,0,0.287,-0.622,-0.64,0.391,-3.26,0.01,-1.381,1.1,-0.457,0.158,2.079,2.214,0.501,1.315,-2.086,0.178,-1.604,1.502,-0.309,0.951,-0.343,-0.693,1.729
-0.443,-1.032,-0.27,-0.356,-0.297,-0.344,0.621,-0.259,0.29,-1.289,-0.395,0.396,-0.336,-1.14,3.126,-2.355,0.236,1.249,-2.636,-0.115,1.336,-1.749,-0.519,-1.583,-1.156,0.334,-1.49,0.996,-0.639,-0.095,-0.721,1.449,0.019,-1.455,-1.126,0.37,-1.192
0.527,0.979,0.404,0.044,1.012,-1.209,-0.177,1.04,-3.925,-0.526,0.446,0.461,-0.016,-0.929,0.166,0.406,-0.477,0.675,1.793,0.063,0.437,-1.605,-1.565,-0.118,0.533,-0.25,0.047,2.054,0.79,1.567,0.405,0.335,-0.885,0.073,-0.485,-0.431,1.606
0.856,-0.041,-0.654,-0.269,1.083,-0.153,-2.353,-0.431,0.51,-0.363,0.045,-0.776,-1.143,0.267,0.434,1.013,-0.86,-1.309,-0.615,-0.063,-1.475,1.992,0.384,-0.923,2.249,1.75,0.613,-2.891,-2.134,0.828,-1.036,0.971,-0.54,0.005,-0.04,1.258,1.147
-0.002,-0.675,-0.048,-0.009,-0.661,-0.06,0.197,-0.18,2.287,1.455,-0.406,-0.889,-0.661,-1.247,-0.801,2.69,-1.191,3.251,0.459,-0.259,-2.224,-2.406,-1.238,-0.787,-1.782,-1.628,-1.291,-2.983,-2.54,-1.714,-0.291,0.065,-2.015,-1.416,0.176,-0.529,0.793
-0.352,-2.212,-2.557,-1.725,-0.943,-1.395,-0.651,-2.015,-1.429,-0.559,-0.427,-1.977,-1.496,-2.63,-2.071,-7.509,-1.043,-7.137,-6.143,-0.577,-0.064,-1.734,-2.27,-0.98,-2.385,-2.682,-1.47,-2.009,-1.368,-1.276,-1.672,-1.401,-1.524,-2.513,-0.51,-2.727,-3.215
0.224,-0.184,0.556,0.349,0.606,-0.523,-0.693,-0.514,-1.173,0.117,-0.605,-1.712,-0.101,-3.607,-4.165,-0.942,-0.199,-1.688,-4.501,-0.401,0.002,1.01,1.176,0.464,2.421,0.287,-1.74,-0.83,-0.352,0.764,-1.222,-0.658,-0.049,0.181,0.178,0.724,1.48
-0.207,0.632,0.187,0.376,0.115,2.205,0.403,0.658,-0.065,-0.415,1.179,0.048,1.085,1.951,-1.029,-0.874,-0.241,-3.231,5.925,-0.178,0.824,-0.503,0.144,-0.022,-0.083,0.978,-1.064,0.334,0.685,1.179,1.284,-0.225,0.644,-0.873,1.085,0.389,0.939
-0.799,-0.698,-0.614,0.411,-0.203,-0.805,-2.183,-0.05,-1.384,-0.759,-1.134,-1.965,0.876,-1.387,0.371,-4.491,-0.625,-5.312,-5.793,-0.421,-3.641,0.089,-1.034,-2.3,-0.964,-0.472,-0.595,0.165,0.184,-0.016,-0.565,-0.985,-2.234,-1.052,-2.874,-2.217,-1.101
-0.365,1.316,0.896,0.634,1.431,0.954,-0.061,1.083,1.528,2.188,1.639,0.77,-1.04,0.255,0.503,-1.374,-0.567,-3.657,-0.693,0.122,0.02,0.558,-0.4,2.296,1.222,1.294,1.618,1.757,0.123,0.919,1.338,-0.341,-0.194,1.569,3.218,0.724,0.035
0.923,1.26,-1.021,-0.856,0.131,0.05,1,1.138,0.77,1.512,-0.142,1.471,0.301,0.516,3.01,-1.741,0.726,0.306,1.691,0.029,0.453,-0.158,-0.3,-0.245,-0.081,-0.588,3.12,1.593,0.94,2.086,0.254,-0.357,-1.548,0.082,-1.187,-1.919,-0.56
0.144,0.321,0,-0.141,0.17,0.861,-0.36,-2.265,1.532,0.978,-2.291,-2.486,-0.517,0.001,-2.447,-2.702,0.028,-3.92,-0.853,-0.055,0.755,0.987,0.844,0.734,2.867,1.985,1.479,2.901,1.857,1.047,2.058,0.911,-0.242,0.643,0.577,1.095,1.278
1.29,1.449,0.575,-0.871,-1.145,-0.339,0.561,0.653,2.6,-0.25,-0.695,1.26,-0.151,0.935,-0.833,-1.813,0.549,3.593,3.327,0.088,0.806,0.406,0.533,1.583,0.068,-1.941,1.427,0.703,-1.103,0.016,1.001,0.282,0.032,0.371,0.825,0.636,-0.791
0.972,1.139,1.041,-0.585,0.698,-0.324,0.066,0.543,-0.865,1.53,1.251,-0.089,1.21,0.944,4.212,2.925,0.874,4.596,0.906,0.068,1.468,0.687,0.601,-0.252,-0.073,0.229,0.293,1.6,0.013,1.325,0.052,-0.498,1.476,0.009,0.723,0.087,-0.377
-1.372,0.148,-0.696,-1.079,-0.692,1.123,0.781,0.301,-0.259,-2.375,-0.716,2.051,0.594,0.681,-1.288,1.051,0.521,-0.571,0.312,-0.091,0.325,0.198,-1.679,0.725,0.015,1.467,-0.343,2.227,1.34,0.175,1.246,-0.64,-1.417,0.894,-1.084,0.925,-1
-0.498,-1.531,-0.944,-1.49,-0.675,-0.144,-1.167,-1.833,0.178,-1.144,0.156,0.618,-0.259,-0.925,-2.53,-3.553,0.167,1.059,-2.737,-0.122,-0.194,0.315,-1.161,0.27,1.226,0.286,-0.883,-2.048,0.927,0.508,0.598,1.727,1.061,0.723,-0.229,-0.577,0.482
0.681,-0.658,-1.096,0.132,-0.093,0.577,-0.061,-0.326,0.771,1.12,0.995,2.291,3.864,1.618,3.927,1.275,1.53,3.667,4.887,0.359,-0.134,0.388,1.083,-0.34,0.809,0.192,-0.485,1.314,2.622,0.095,1.269,0.191,-0.262,-0.478,-0.226,0.198,0.575
0.199,-0.584,-0.955,-0.054,-0.064,1.19,-0.35,-0.802,2.117,0.26,1.455,-0.406,-0.881,0.473,0.515,3.569,0.492,0.282,5.025,0.268,1.996,1.108,0.172,-0.303,1.689,-0.676,-0.796,1.963,-0.329,1.264,-0.954,-0.325,0.315,0.6,0.963,0.601,1.439
-2.14,-0.01,-1.632,0.428,-1.328,0.371,-0.863,0.392,-3.117,-1.294,0.154,-0.454,-0.345,1.378,2.144,0.414,-0.587,-1.953,1.46,0.202,2.425,-1.907,-1.206,-2.148,-1.021,2.062,-0.011,-0.177,0.298,-1.003,1.421,1.35,-0.799,-0.808,-0.887,0.018,-0.551
-2.793,-1.624,-1.977,-1.009,-2.115,-0.429,-2.106,0.178,-2.418,-1.341,-0.324,0.47,-1.565,0.035,-1.972,-2.359,-0.275,1.022,-2.687,0.08,-0.211,1.502,1.508,1.335,0.966,0.638,1.39,-0.683,0.696,-0.57,0.213,0.878,0.065,0.515,0.51,1.336,-1.63
-1.224,-1.185,-1.566,0.539,-0.609,1.45,-0.364,-0.377,-1.263,-0.484,-0.138,0.542,1.029,-0.363,-1.423,7.437,0.006,-0.738,-0.109,-0.046,1.382,2.245,0.217,-0.437,3.416,1.551,0.75,1.197,2.085,2.015,1.366,3.111,2.699,1.128,1.477,2.274,1.567
0.222,0.588,-1.265,-0.812,-0.261,-2.665,0.169,0.346,1.012,0.7,-0.478,-0.267,-0.835,-0.354,0.01,1.965,0.376,2.434,-1.897,0.05,1.242,-0.255,-0.276,0.983,-2.007,-0.208,-0.383,-2.526,-0.829,-1.092,-0.438,-0.987,0.454,-0.036,-0.675,-0.715,-0.537
0.666,1.295,0.962,0.78,-0.239,1.425,0.97,-0.361,0.347,0.392,0.046,-0.152,0.416,-1.035,-2.265,-3.463,0.135,-1.251,-1.065,-0.149,0.157,-0.76,-0.353,0.062,-0.485,-1.34,0.472,0.32,-1.153,-1.309,0.68,-0.139,0.189,-0.141,-1.162,-1.456,-0.785
0.547,0.052,-1.177,0.01,-1.026,0.213,-0.468,3.962,0.646,-0.378,-0.103,0.604,-0.227,-1.597,0.475,-4.51,-1.705,-7.357,-4.582,-0.064,-0.88,-1.328,-1.992,0.246,-0.16,0.444,-1.608,-1.393,-2.707,-0.899,-1.163,-0.636,-0.94,-1.53,-2.343,-0.081,-1.442
1.102,0.219,0.854,-0.034,1.262,2.349,1.353,0.995,0.903,1.453,0.05,1.209,0.763,-0.029,-0.727,1.021,0.445,4.83,-1.677,0.07,-0.207,-0.158,-0.656,0.039,-0.359,1.494,0.377,0.791,0.249,-0.655,0.192,-0.853,1.326,1.393,-1.538,-1.856,2.059
-0.622,-0.659,-1.499,-0.423,-0.929,-0.446,-0.839,-1.488,0.343,-1.104,-0.728,-1.65,-0.346,-0.68,1.772,1.536,-1.22,-2.883,1.166,0.019,-0.472,-1.21,-2.837,0.915,-1.159,0.164,-0.904,0.859,0.157,2.227,1.033,1.46,-0.98,-0.308,-0.808,-0.824,-0.652
-0.479,-0.085,-0.368,-1.377,0.16,-0.966,-1.091,1.257,-1.312,-0.361,-0.732,-0.463,0.777,-0.771,-0.612,-0.992,0.552,3.874,1.662,0.046,-0.25,-1.034,-1.701,-1.528,-0.453,0.356,-2.096,1.119,0.956,1.617,0.671,0.889,-0.953,-0.326,-1.295,-0.268,1.25
1.243,-0.526,-0.947,-1.508,-0.721,0.431,-0.316,-1.679,0.099,-1.51,-1.565,0.283,-0.707,-1.306,-4.638,-4.193,-0.044,-1.843,-5.705,-0.117,-0.104,-1.392,-0.184,1.108,-0.679,-1.486,0.484,-3.856,-1.942,-0.932,-1.725,0.917,-0.93,-0.86,-2.48,-1.808,-0.44
-0.266,-1.031,0.102,-0.859,0.605,-1.419,-0.866,0.097,-0.48,-0.484,-0.173,0.77,1.104,0.178,-1.792,-2.522,-0.667,-3.49,-5.916,0.241,0.82,0.401,-1.535,-0.705,-1.455,-0.289,-1.982,-0.359,0.496,0.51,-0.24,0.165,1.797,0.122,0.854,2.014,0.572
-1.602,0.106,-2.016,-1.038,-1.233,-0.445,-2.018,-2.225,-0.798,-2.704,0.073,0.851,-1.258,0.172,-1.516,-0.086,-0.269,-1.674,-1.391,-0.211,0.502,-2.183,-2.03,1.215,-0.671,0.299,-0.737,-1.469,-1.413,-1.4,-1.135,-1.653,-0.846,-1.033,0.971,0.145,-0.569
-0.457,0.971,0.009,-0.186,0.8,-0.916,0.184,-1.922,1.797,0.04,-0.632,-1.559,0.172,-0.021,-1.467,-3.005,-0.495,-6.549,-11.743,-0.299,-1.304,-0.97,-1.319,-0.23,-1.574,-0.76,-0.873,0.087,-2.634,2.056,-1.346,-1.205,-0.347,-2.553,0.613,-0.097,-0.787
-2.216,-1.25,-1.528,-1.81,-1.603,-2.421,-2.508,-2.948,-4.781,-3.183,-1.728,-1.664,-1.174,-2.548,-1.311,-0.73,0.214,-7.562,-3.399,-0.064,-1.144,1.092,-0.551,0.207,0.038,0.061,-0.642,-0.538,-1.011,0.605,-0.45,-0.559,-0.677,0.38,0.479,-0.152,-0.248
-1.708,-1.154,-1.179,-1.799,-0.418,-1.162,0.181,1.247,0.026,0.284,0.516,-0.255,0.283,-1.935,0.131,0.309,-0.805,1.533,-6.77,-0.115,-0.578,-0.402,-2.159,-2.103,-2.386,-0.298,0.636,0.917,-1.498,0.766,-0.07,-1.539,-1.015,-0.319,-0.655,-0.471,1.201
1.002,2.155,1.925,0.842,-0.296,1.896,0.78,2.079,0.573,0.973,2.441,2.888,1.614,2.561,2.732,2.642,0.479,1.471,-1.013,0.461,2.291,-0.009,1.005,0.613,-1.531,0.956,1.71,1.36,0.732,1.578,0.132,1.641,0.174,0.273,0.508,0.974,2.318
-0.212,0.148,-0.327,-0.43,-0.541,-1.068,0.052,1.29,-0.93,-1.287,-0.569,-1.247,0.059,-0.936,-1.575,-3.936,0.853,-2.928,0.113,-0.12,-0.495,-1.218,-1.681,-0.432,-1.57,-0.455,-0.753,-1.995,-0.245,-1.166,-1.546,-0.901,-1.361,-1.677,-2.619,-0.321,-0.434
0.087,1.162,0.458,-0.577,-0.733,0.436,0.372,-1.038,0.071,0.647,-0.25,-0.636,1.722,0.913,-0.077,-0.32,0,1.026,2.115,-0.252,0.387,1.241,-0.019,-0.569,0.655,1.689,0.058,0.215,2.684,-0.365,0.997,0.734,0.872,0.641,-0.014,-0.822,0.473
-1.406,-0.294,-2.159,-1.029,0.004,-1.609,-0.643,0.336,1.644,-0.179,-0.403,-0.425,0.09,0.111,-1.841,-2.45,-1.065,-3.705,-1.795,-0.383,-0.552,-1.095,-1.846,-0.074,-1.076,-2.131,-1.37,-3.478,-2.017,-1.485,0.456,-1.654,-1.78,-2.174,-1.966,-0.717,-1.532
-0.536,-0.264,-0.026,-0.269,-0.993,-0.375,0.013,1.035,-0.132,-0.857,0.945,1.557,-0.229,0.798,0.713,0.237,-0.283,-1.722,5.731,-0.144,-0.428,-0.054,1.066,0.821,-0.333,-1.387,-0.528,-1.01,-2.499,1.106,0.153,-0.484,-1.259,0.943,1.412,-1.8,0.159
1.407,3.129,2.507,1.371,1.911,1.233,1.133,3.736,4.149,1.695,1.891,0.935,0.921,2.373,1.508,1.056,0.397,1.043,8.334,0.265,0.161,1.838,1.452,0.517,1.593,0.255,0.783,3.317,2.168,2.16,-0.321,-0.638,1.29,0.353,2.799,0.813,-1.053
0.025,-1.108,-0.102,-0.574,-0.056,0.34,-0.046,0.148,2.665,-0.655,-0.473,0.073,-0.592,0.071,-0.82,3.386,0.809,4.102,2.62,0.244,1.469,-0.3,1.383,0.01,1.146,-1.397,-1.22,0.568,-0.358,-0.65,0.506,0.553,0.337,-0.315,1.331,0.114,0.11
-1.077,-0.306,0.004,-1.295,0.081,0.508,1.122,0.905,-1.172,-0.378,-0.449,0.554,-0.279,-1.31,1.424,-2.438,1.163,0.23,-3.439,0.213,0.911,-0.962,0.645,-1.166,-0.273,-0.416,-1.771,0.836,-0.58,-1.944,-1.289,-0.151,-1.084,-0.378,1.804,-1.574,1.024
1.218,-1.013,0.909,0.485,0.378,-0.026,0.441,-0.299,1.61,0.377,0.139,1.218,1.052,1.929,-1.159,2.048,0.303,-0.758,-1.389,-0.175,-0.606,0.318,0.907,-1.2,-0.292,0.592,0.139,1.412,0.016,0.284,0.568,-0.767,2.128,0.902,-0.128,1.113,1.794
