SurveyID,Unit,Week,OpenEnded
SS1200399,Technology & Manufacturing,9,"about a mile from Highbury, was a frequent visitor, and always welcome,"
SS1200400,Technology & Manufacturing,9,"comes to the question of dependence or independence!--At any rate, it"
SS1200401,Technology & Manufacturing,9,"day."""
SS1200402,Technology & Manufacturing,9,"seemed so perfectly comfortable without a wife, so constantly occupied"
SS1200403,Technology & Manufacturing,9,never merely luck. There is always some talent in it. And as to my
SS1200404,Technology & Manufacturing,9,"attention, my dear, ask him to come and dine with us some day. That will"
SS1200443,Technology & Manufacturing,10,"governess, who had fallen little short of a mother in affection."
SS1200444,Technology & Manufacturing,10,"with what self-denying, generous friendship she had always wished and"
SS1200445,Technology & Manufacturing,10,"mind or body, he was a much older man in ways than in years; and though"
SS1200446,Technology & Manufacturing,10,disposed to think Miss Taylor had done as sad a thing for herself as for
SS1200447,Technology & Manufacturing,10,settled all that already. We talked it all over with Mr. Weston last
SS1200448,Technology & Manufacturing,10,"and at this time more welcome than usual, as coming directly from their"
SS1200449,Technology & Manufacturing,10,"must be better to have only one to please than two."""
SS1200450,Technology & Manufacturing,10,"""Dear Emma bears every thing so well,"" said her father. ""But, Mr."
SS1200451,Technology & Manufacturing,10,"either in his business in town or among his friends here, always"
SS1200452,Technology & Manufacturing,10,"poor word 'success,' which you quarrel with, I do not know that I am so"
SS1200453,Technology & Manufacturing,10,be a much better thing. I dare say Mr. Knightley will be so kind as to
SS1200492,Technology & Manufacturing,11,"Sixteen years had Miss Taylor been in Mr. Woodhouse's family, less as a"
SS1200493,Technology & Manufacturing,11,promoted the match; but it was a black morning's work for her. The want
SS1200494,Technology & Manufacturing,11,everywhere beloved for the friendliness of his heart and his amiable
SS1200495,Technology & Manufacturing,11,"them, and would have been a great deal happier if she had spent all the"
SS1200496,Technology & Manufacturing,11,"night. And as for James, you may be very sure he will always like going"
SS1200497,Technology & Manufacturing,11,"mutual connexions in London. He had returned to a late dinner, after"
SS1200498,Technology & Manufacturing,11,"""Especially when _one_ of those two is such a fanciful, troublesome"
SS1200499,Technology & Manufacturing,11,"Knightley, she is really very sorry to lose poor Miss Taylor, and I am"
SS1200500,Technology & Manufacturing,11,"acceptable wherever he went, always cheerful--Mr. Weston need not spend"
SS1200501,Technology & Manufacturing,11,entirely without any claim to it. You have drawn two pretty pictures;
SS1200502,Technology & Manufacturing,11,"meet him."""
SS1200541,Technology & Manufacturing,12,"governess than a friend, very fond of both daughters, but particularly"
SS1200542,Technology & Manufacturing,12,of Miss Taylor would be felt every hour of every day. She recalled her
SS1200543,Technology & Manufacturing,12,"temper, his talents could not have recommended him at any time."
SS1200544,Technology & Manufacturing,12,rest of her life at Hartfield. Emma smiled and chatted as cheerfully
SS1200545,Technology & Manufacturing,12,"to Randalls, because of his daughter's being housemaid there. I only"
SS1200546,Technology & Manufacturing,12,"some days' absence, and now walked up to Hartfield to say that all were"
SS1200547,Technology & Manufacturing,12,"creature!"" said Emma playfully. ""That is what you have in your head, I"
SS1200548,Technology & Manufacturing,12,"sure she _will_ miss her more than she thinks for."""
SS1200549,Technology & Manufacturing,12,a single evening in the year alone if he did not like it. Oh no! Mr.
SS1200550,Technology & Manufacturing,12,but I think there may be a third--a something between the do-nothing and
SS1200551,Technology & Manufacturing,12,"""With a great deal of pleasure, sir, at any time,"" said Mr. Knightley,"
SS1200590,Technology & Manufacturing,13,of Emma. Between _them_ it was more the intimacy of sisters. Even before
SS1200591,Technology & Manufacturing,13,"past kindness--the kindness, the affection of sixteen years--how she had"
SS1200592,Technology & Manufacturing,13,"Her sister, though comparatively but little removed by matrimony, being"
SS1200593,Technology & Manufacturing,13,"as she could, to keep him from such thoughts; but when tea came, it was"
SS1200594,Technology & Manufacturing,13,"doubt whether he will ever take us anywhere else. That was your doing,"
SS1200595,Technology & Manufacturing,13,"well in Brunswick Square. It was a happy circumstance, and animated"
SS1200596,Technology & Manufacturing,13,"know--and what you would certainly say if my father were not by."""
SS1200597,Technology & Manufacturing,13,"Emma turned away her head, divided between tears and smiles. ""It"
SS1200598,Technology & Manufacturing,13,Weston certainly would never marry again. Some people even talked of a
SS1200599,Technology & Manufacturing,13,"the do-all. If I had not promoted Mr. Weston's visits here, and given"
SS1200600,Technology & Manufacturing,13,"laughing, ""and I agree with you entirely, that it will be a much better"
SS1200639,Technology & Manufacturing,14,"Miss Taylor had ceased to hold the nominal office of governess, the"
SS1200640,Technology & Manufacturing,14,taught and how she had played with her from five years old--how she had
SS1200641,Technology & Manufacturing,14,"settled in London, only sixteen miles off, was much beyond her daily"
SS1200642,Technology & Manufacturing,14,"impossible for him not to say exactly as he had said at dinner,"
SS1200643,Technology & Manufacturing,14,papa. You got Hannah that good place. Nobody thought of Hannah till you
SS1200644,Technology & Manufacturing,14,"Mr. Woodhouse for some time. Mr. Knightley had a cheerful manner, which"
SS1200645,Technology & Manufacturing,14,"""I believe it is very true, my dear, indeed,"" said Mr. Woodhouse, with a"
SS1200646,Technology & Manufacturing,14,"is impossible that Emma should not miss such a companion,"" said Mr."
SS1200647,Technology & Manufacturing,14,"promise to his wife on her deathbed, and others of the son and the"
SS1200648,Technology & Manufacturing,14,"many little encouragements, and smoothed many little matters, it might"
SS1200649,Technology & Manufacturing,14,"thing. Invite him to dinner, Emma, and help him to the best of the fish"
SS1200688,Technology & Manufacturing,15,mildness of her temper had hardly allowed her to impose any restraint;
SS1200689,Technology & Manufacturing,15,devoted all her powers to attach and amuse her in health--and how
SS1200690,Technology & Manufacturing,15,reach; and many a long October and November evening must be struggled
SS1200691,Technology & Manufacturing,15,"""Poor Miss Taylor!--I wish she were here again. What a pity it is that"
SS1200692,Technology & Manufacturing,15,"mentioned her--James is so obliged to you!"""
SS1200693,Technology & Manufacturing,15,"always did him good; and his many inquiries after ""poor Isabella"" and"
SS1200694,Technology & Manufacturing,15,"sigh. ""I am afraid I am sometimes very fanciful and troublesome."""
SS1200695,Technology & Manufacturing,15,"Knightley. ""We should not like her so well as we do, sir, if we could"
SS1200696,Technology & Manufacturing,15,uncle not letting him. All manner of solemn nonsense was talked on the
SS1200697,Technology & Manufacturing,15,not have come to any thing after all. I think you must know Hartfield
SS1200698,Technology & Manufacturing,15,"and the chicken, but leave him to chuse his own wife. Depend upon it, a"
SS1200737,Technology & Manufacturing,16,"and the shadow of authority being now long passed away, they had been"
SS1200738,Technology & Manufacturing,16,nursed her through the various illnesses of childhood. A large debt of
SS1200739,Technology & Manufacturing,16,"through at Hartfield, before Christmas brought the next visit from"
SS1200740,Technology & Manufacturing,16,"Mr. Weston ever thought of her!"""
SS1200741,Technology & Manufacturing,16,"""I am very glad I did think of her. It was very lucky, for I would not"
SS1200742,Technology & Manufacturing,16,"her children were answered most satisfactorily. When this was over, Mr."
SS1200743,Technology & Manufacturing,16,"""My dearest papa! You do not think I could mean _you_, or suppose Mr."
SS1200744,Technology & Manufacturing,16,suppose it; but she knows how much the marriage is to Miss Taylor's
SS1200745,Technology & Manufacturing,16,"subject, but I believed none of it."
SS1200746,Technology & Manufacturing,16,"enough to comprehend that."""
SS1200747,Technology & Manufacturing,16,"man of six or seven-and-twenty can take care of himself."""
SS1200786,Technology & Manufacturing,17,"living together as friend and friend very mutually attached, and Emma"
SS1200787,Technology & Manufacturing,17,gratitude was owing here; but the intercourse of the last seven
SS1200788,Technology & Manufacturing,17,"Isabella and her husband, and their little children, to fill the house,"
SS1200789,Technology & Manufacturing,17,"""I cannot agree with you, papa; you know I cannot. Mr. Weston is such"
SS1200790,Technology & Manufacturing,17,have had poor James think himself slighted upon any account; and I am
SS1200791,Technology & Manufacturing,17,"Woodhouse gratefully observed, ""It is very kind of you, Mr. Knightley,"
SS1200792,Technology & Manufacturing,17,Knightley to mean _you_. What a horrible idea! Oh no! I meant only
SS1200793,Technology & Manufacturing,17,"advantage; she knows how very acceptable it must be, at Miss Taylor's"
SS1200794,Technology & Manufacturing,17,"""Ever since the day--about four years ago--that Miss Taylor and I met"
SS1200795,Technology & Manufacturing,17,"""A straightforward, open-hearted man like Weston, and a rational,"
SS1200835,Technology & Manufacturing,18,"doing just what she liked; highly esteeming Miss Taylor's judgment, but"
SS1200836,Technology & Manufacturing,18,"years, the equal footing and perfect unreserve which had soon followed"
SS1200837,Technology & Manufacturing,18,and give her pleasant society again.
SS1200838,Technology & Manufacturing,18,"a good-humoured, pleasant, excellent man, that he thoroughly deserves"
SS1200839,Technology & Manufacturing,18,"sure she will make a very good servant: she is a civil, pretty-spoken"
SS1200840,Technology & Manufacturing,18,to come out at this late hour to call upon us. I am afraid you must have
SS1200841,Technology & Manufacturing,18,"myself. Mr. Knightley loves to find fault with me, you know--in a"
SS1200842,Technology & Manufacturing,18,"time of life, to be settled in a home of her own, and how important to"
SS1200843,Technology & Manufacturing,18,"with him in Broadway Lane, when, because it began to drizzle, he darted"
SS1200844,Technology & Manufacturing,18,"unaffected woman like Miss Taylor, may be safely left to manage their"
SS1200884,Technology & Manufacturing,19,directed chiefly by her own.
SS1200885,Technology & Manufacturing,19,"Isabella's marriage, on their being left to each other, was yet a"
SS1200886,Technology & Manufacturing,19,"Highbury, the large and populous village, almost amounting to a town,"
SS1200887,Technology & Manufacturing,19,a good wife;--and you would not have had Miss Taylor live with us for
SS1200888,Technology & Manufacturing,19,"girl; I have a great opinion of her. Whenever I see her, she always"
SS1200889,Technology & Manufacturing,19,"had a shocking walk."""
SS1200890,Technology & Manufacturing,19,"joke--it is all a joke. We always say what we like to one another."""
SS1200891,Technology & Manufacturing,19,"her to be secure of a comfortable provision, and therefore cannot allow"
SS1200892,Technology & Manufacturing,19,"away with so much gallantry, and borrowed two umbrellas for us from"
SS1200893,Technology & Manufacturing,19,"own concerns. You are more likely to have done harm to yourself, than"
SS1200933,Technology & Manufacturing,20,"The real evils, indeed, of Emma's situation were the power of having"
SS1200934,Technology & Manufacturing,20,"dearer, tenderer recollection. She had been a friend and companion such"
SS1200935,Technology & Manufacturing,20,"to which Hartfield, in spite of its separate lawn, and shrubberies, and"
SS1200936,Technology & Manufacturing,20,"ever, and bear all my odd humours, when she might have a house of her"
SS1200937,Technology & Manufacturing,20,"curtseys and asks me how I do, in a very pretty manner; and when you"
SS1200938,Technology & Manufacturing,20,"""Not at all, sir. It is a beautiful moonlight night; and so mild that I"
SS1200939,Technology & Manufacturing,20,"Mr. Knightley, in fact, was one of the few people who could see faults"
SS1200940,Technology & Manufacturing,20,herself to feel so much pain as pleasure. Every friend of Miss Taylor
SS1200941,Technology & Manufacturing,20,"Farmer Mitchell's, I made up my mind on the subject. I planned the match"
SS1200942,Technology & Manufacturing,20,"good to them, by interference."""
SS1200982,Technology & Manufacturing,21,"rather too much her own way, and a disposition to think a little too"
SS1200983,Technology & Manufacturing,21,"as few possessed: intelligent, well-informed, useful, gentle, knowing"
SS1200984,Technology & Manufacturing,21,"name, did really belong, afforded her no equals. The Woodhouses"
SS1200985,Technology & Manufacturing,21,"own?"""
SS1200986,Technology & Manufacturing,21,"have had her here to do needlework, I observe she always turns the lock"
SS1200987,Technology & Manufacturing,21,"must draw back from your great fire."""
SS1200988,Technology & Manufacturing,21,"in Emma Woodhouse, and the only one who ever told her of them: and"
SS1200989,Technology & Manufacturing,21,"must be glad to have her so happily married."""
SS1200990,Technology & Manufacturing,21,"from that hour; and when such success has blessed me in this instance,"
SS1200991,Technology & Manufacturing,21,"""Emma never thinks of herself, if she can do good to others,"" rejoined"
SS1201031,Technology & Manufacturing,22,well of herself; these were the disadvantages which threatened alloy to
SS1201032,Technology & Manufacturing,22,"all the ways of the family, interested in all its concerns, and"
SS1201033,Technology & Manufacturing,22,were first in consequence there. All looked up to them. She had many
SS1201034,Technology & Manufacturing,22,"""A house of her own!--But where is the advantage of a house of her own?"
SS1201035,Technology & Manufacturing,22,of the door the right way and never bangs it. I am sure she will be an
SS1201036,Technology & Manufacturing,22,"""But you must have found it very damp and dirty. I wish you may not"
SS1201037,Technology & Manufacturing,22,"though this was not particularly agreeable to Emma herself, she knew"
SS1201038,Technology & Manufacturing,22,"""And you have forgotten one matter of joy to me,"" said Emma, ""and a very"
SS1201039,Technology & Manufacturing,22,"dear papa, you cannot think that I shall leave off match-making."""
SS1201040,Technology & Manufacturing,22,"Mr. Woodhouse, understanding but in part. ""But, my dear, pray do not"
SS1201080,Technology & Manufacturing,23,"her many enjoyments. The danger, however, was at present so unperceived,"
SS1201081,Technology & Manufacturing,23,"peculiarly interested in herself, in every pleasure, every scheme of"
SS1201082,Technology & Manufacturing,23,"acquaintance in the place, for her father was universally civil, but"
SS1201083,Technology & Manufacturing,23,"This is three times as large.--And you have never any odd humours, my"
SS1201084,Technology & Manufacturing,23,excellent servant; and it will be a great comfort to poor Miss Taylor
SS1201085,Technology & Manufacturing,23,"catch cold."""
SS1201086,Technology & Manufacturing,23,"it would be so much less so to her father, that she would not have him"
SS1201087,Technology & Manufacturing,23,"considerable one--that I made the match myself. I made the match, you"
SS1201088,Technology & Manufacturing,23,"""I do not understand what you mean by 'success,'"" said Mr. Knightley."
SS1201089,Technology & Manufacturing,23,"make any more matches; they are silly things, and break up one's family"
SS1201129,Technology & Manufacturing,24,that they did not by any means rank as misfortunes with her.
SS1201130,Technology & Manufacturing,24,"hers--one to whom she could speak every thought as it arose, and who had"
SS1201131,Technology & Manufacturing,24,not one among them who could be accepted in lieu of Miss Taylor for even
SS1201132,Technology & Manufacturing,24,"dear."""
SS1201133,Technology & Manufacturing,24,to have somebody about her that she is used to see. Whenever James goes
SS1201134,Technology & Manufacturing,24,"""Dirty, sir! Look at my shoes. Not a speck on them."""
SS1201135,Technology & Manufacturing,24,really suspect such a circumstance as her not being thought perfect by
SS1201136,Technology & Manufacturing,24,"know, four years ago; and to have it take place, and be proved in the"
SS1201137,Technology & Manufacturing,24,"""Success supposes endeavour. Your time has been properly and delicately"
SS1201138,Technology & Manufacturing,24,"circle grievously."""
SS1201178,Technology & Manufacturing,25,Sorrow came--a gentle sorrow--but not at all in the shape of any
SS1201179,Technology & Manufacturing,25,such an affection for her as could never find fault.
SS1201180,Technology & Manufacturing,25,half a day. It was a melancholy change; and Emma could not but sigh over
SS1201181,Technology & Manufacturing,25,"""How often we shall be going to see them, and they coming to see us!--We"
SS1201182,Technology & Manufacturing,25,"over to see his daughter, you know, she will be hearing of us. He will"
SS1201183,Technology & Manufacturing,25,"""Well! that is quite surprising, for we have had a vast deal of rain"
SS1201184,Technology & Manufacturing,25,every body.
SS1201185,Technology & Manufacturing,25,"right, when so many people said Mr. Weston would never marry again, may"
SS1201186,Technology & Manufacturing,25,"spent, if you have been endeavouring for the last four years to bring"
SS1201187,Technology & Manufacturing,25,"""Only one more, papa; only for Mr. Elton. Poor Mr. Elton! You like Mr."
SS1201227,Technology & Manufacturing,26,disagreeable consciousness.--Miss Taylor married. It was Miss Taylor's
SS1201228,Technology & Manufacturing,26,How was she to bear the change?--It was true that her friend was going
SS1201229,Technology & Manufacturing,26,"it, and wish for impossible things, till her father awoke, and made it"
SS1201230,Technology & Manufacturing,26,shall be always meeting! _We_ must begin; we must go and pay wedding
SS1201231,Technology & Manufacturing,26,"be able to tell her how we all are."""
SS1201232,Technology & Manufacturing,26,here. It rained dreadfully hard for half an hour while we were at
SS1201233,Technology & Manufacturing,26,"""Emma knows I never flatter her,"" said Mr. Knightley, ""but I meant no"
SS1201234,Technology & Manufacturing,26,"comfort me for any thing."""
SS1201235,Technology & Manufacturing,26,about this marriage. A worthy employment for a young lady's mind! But
SS1201236,Technology & Manufacturing,26,"Elton, papa,--I must look about for a wife for him. There is nobody in"
